author,statement,source,date,target,BinaryTarget,BinaryNumTarget
Miriam Valverde,"""I don't think anybody is questioning the legitimacy of the presidential election.""",Kevin McCarthy,"14, May 2021",pants-fire,FAKE,0
Paul Specht,"Says “75% of third-graders in this year’s class are not reading at a third grade level” and, for those who don’t catch up, there’s “an 80% chance that you will not graduate.”",Pat McCrory,"14, May 2021",half-true,FAKE,0
Ciara O'Rourke,Says Benjamin Netanyahu gave a speech to Hamas leaders thanking them for uniting Israel.,Facebook posts,"14, May 2021",false,FAKE,0
Louis Jacobson,“The research showed … that confidence overall in the vaccines increased after the pause” to review the safety of Johnson & Johnson’s coronavirus vaccine.,Jeffrey Zients,"14, May 2021",half-true,FAKE,0
Brandon Mulder,The voting rights bill “would register millions of illegal aliens to vote. It is intended to do that.”,Ted Cruz,"14, May 2021",pants-fire,FAKE,0
D.L. Davis,On supporting Liz Cheney for House Republican leadership position,Mike Gallagher,"14, May 2021",full-flop,FAKE,0
Sasha Hupka,"“After California taxes, Trey Lance's $34.1M rookie deal becomes just $16M.""",Instagram posts,"13, May 2021",half-true,FAKE,0
Ciara O'Rourke,Video shows woman filling plastic bags with gas after Colonial Pipeline disruption.,Viral image,"13, May 2021",false,FAKE,0
Amy Sherman,"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”",Andrew Clyde,"13, May 2021",pants-fire,FAKE,0
Ciara O'Rourke,Photos show gas costs nearly $10 in the Carolinas.,Viral image,"13, May 2021",false,FAKE,0
Ciara O'Rourke,Exxon sign says drivers “must show proof of a job for gas purchase.”,Viral image,"13, May 2021",false,FAKE,0
Ciara O'Rourke,Photo shows “plastic bags filled with gas” in someone’s car trunk in South Carolina.,Viral image,"13, May 2021",false,FAKE,0
Lyle Muller,"“There are more job openings than there are people on unemployment"" in Iowa.",Lindsay James,"12, May 2021",true,REAL,1
Ciara O'Rourke,“U.S. Census Bureau confirms huge conflict in total number of voters in 2020 election.”,Facebook posts,"12, May 2021",false,FAKE,0
Ciara O'Rourke,"“Due to the Colonial Pipeline issue causing a fuel shortage on the east coast, NASCAR has decided to postpone this weekend’s Dover race.”",Viral image,"12, May 2021",false,FAKE,0
Noah Y.,“Montana is canceling unemployment because of a workforce shortage.”,Facebook posts,"May • 12,",half-true,FAKE,0
Ciara O'Rourke,“Amazon accepts Dogecoin.”,Viral image,"12, May 2021",false,FAKE,0
Warren Fiske,“Every single Petersburg (Va.) school was accredited when I left office.”,Terry McAuliffe,"12, May 2021",barely-true,FAKE,0
D.L. Davis,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”,Tony Evers,"12, May 2021",mostly-true,FAKE,0
Victoria Knight,"For vaccine rates among Americans 65 and older, “there’s virtually no difference between white, Black, Hispanic, Asian American.”",Joe Biden,"11, May 2021",false,FAKE,0
Andy Nguyen,"""Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years.""",Viral image,"11, May 2021",barely-true,FAKE,0
Ciara O'Rourke,The COVID-19 vaccine “will make the common cold/flu extremely lethal.”,Instagram posts,"11, May 2021",false,FAKE,0
Clara Hendrickson,"""Michigan has requested a full forensic audit.""",Facebook posts,"11, May 2021",false,FAKE,0
Ciara O'Rourke,“Birmingham is officially out of gas and fuel and can’t get anymore.”,Viral image,"10, May 2021",false,FAKE,0
Ciara O'Rourke,New Jersey “will be out of gas for a week.”,Facebook posts,"10, May 2021",false,FAKE,0
Madison Czopek,"""Scientists Claim to Spot Fungus Growing on Mars in NASA Rover Photos”",Bloggers,"10, May 2021",false,FAKE,0
Steven Rascón,Caitlyn Jenner “literally killed someone 6 years ago in the streets and was released by a District Attorney.”,Facebook posts,"10, May 2021",barely-true,FAKE,0
Isabella Fertel,“The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].”,Instagram posts,"10, May 2021",false,FAKE,0
Louis Jacobson,"After the American Rescue Plan’s food and nutrition assistance, “hunger is already sharply down in the United States.”",Joe Biden,"10, May 2021",mostly-true,FAKE,0
Brandon Mulder,“Conventional generators are very thin right now because Texas has gone to so many renewables.”,Institute for Energy Research,"10, May 2021",barely-true,FAKE,0
Bill McCarthy,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.""",Facebook posts,"7, May 2021",pants-fire,FAKE,0
Samantha Putterman,“First time in 70 years the National Day Of Prayer was not observed in our nation’s capital!”,Facebook posts,"7, May 2021",false,FAKE,0
Paul Specht,Says he was “one of the 2 (state Senators) who voted against” North Carolina’s body camera law.,Jeff Jackson,"7, May 2021",true,REAL,1
Miriam Valverde,“The global cost of corruption is as much as 5% of the world's GDP.”,Kamala Harris,"7, May 2021",false,FAKE,0
Jon Greenberg,"With the goal to preserve 30% of the earth’s land and water by 2030, “300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples.”",Survival International,"7, May 2021",barely-true,FAKE,0
Madeline Heim,"""There’s no strings attached to that money that we’d be getting as an incentive to expand Medicaid.""",Jon Erpenbach,"7, May 2021",half-true,FAKE,0
Tom Kertscher,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”",Facebook posts,"7, May 2021",pants-fire,FAKE,0
Ciara O'Rourke,All charges were dropped against Bill Cosby and he was granted an early release.,YouTube videos,"6, May 2021",false,FAKE,0
Bill McCarthy,"“Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States … The actual number is almost certainly higher.”",Tucker Carlson,"6, May 2021",false,FAKE,0
Ciara O'Rourke,Says Nikki Haley “white-washed” her name because she thought it “would give her a better chance than the name Nimrata Randhawa.”,Viral image,"6, May 2021",pants-fire,FAKE,0
Tom Kertscher,"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",Bloggers,"6, May 2021",false,FAKE,0
Louis Jacobson,"""Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.""",Chris Christie,"6, May 2021",barely-true,FAKE,0
Noah Y.,“Washington Post ends fact-checking for Biden for the remainder of his presidency.”,Facebook posts,"May • 6,",false,FAKE,0
Tom Kertscher,“A year ago we had the lowest unemployment in history without using taxpayers money.”,Facebook posts,"5, May 2021",false,FAKE,0
Amy Sherman,A spy plane was circling the building of the Arizona election audit.,Bloggers,"5, May 2021",pants-fire,FAKE,0
Samantha Putterman,"“Joe Suffers Brain Fart! Biden Visits Elementary School, Asks The Children If They’re High Schoolers (VIDEO).”",Bloggers,"5, May 2021",false,FAKE,0
Warren Fiske,"The Green New Deal “costs an average American household almost $700,000 through 2029.”",Ben Cline,"5, May 2021",false,FAKE,0
Chris Nichols,"California Gov. Gavin Newsom “just let 76,000 inmates out of jail.""",John Cox,"5, May 2021",false,FAKE,0
Laura Schulte,"With federal stimulus money for schools, “no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months.”",Ron Johnson,"5, May 2021",barely-true,FAKE,0
Miriam Valverde,"“If you look at some of these places that (reduced police funding), they’ve already seen crime go up.""",Ron DeSantis,"4, May 2021",barely-true,FAKE,0
Ciara O'Rourke,"“Parents in Vail, Arizona just took over the school board — all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.”",Viral image,"4, May 2021",false,FAKE,0
Gabrielle Settles,"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",TikTok posts,"4, May 2021",false,FAKE,0
Tom Kertscher,"An audit of the 2020 election in Maricopa County, Ariz., “is confirming the rumors that real ballots have a special watermark.”",Facebook posts,"4, May 2021",false,FAKE,0
Madison Czopek,11.6 million people watched Biden’s first presidential address to Congress while far larger audiences watched Donald Trump’s speeches.,Viral image,"3, May 2021",half-true,FAKE,0
Louis Jacobson,“Corporate income has increased as a share of” gross domestic product.,Janet Yellen,"3, May 2021",half-true,FAKE,0
Andy Nguyen,Images show LeBron James standing for China's national anthem while shouting during the United States’ national anthem.,Viral image,"3, May 2021",false,FAKE,0
Ciara O'Rourke,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, “if I wanted to see a horse’s ass I would of came in second.”",Facebook posts,"3, May 2021",pants-fire,FAKE,0
Sasha Hupka,"Social media posts stated: “Remember Kamala telling Joe during the debate, ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",Facebook posts,"30, April 2021",pants-fire,FAKE,0
Lyle Muller,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.”",Randy Feenstra,"30, April 2021",half-true,FAKE,0
Bill McCarthy,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,Facebook posts,"30, April 2021",pants-fire,FAKE,0
Madison Czopek,"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",Facebook posts,"30, April 2021",false,FAKE,0
Samantha Putterman,Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,Instagram posts,"30, April 2021",false,FAKE,0
Amy Sherman,Says Democrats blocked his efforts at police reform.,Tim Scott,"30, April 2021",mostly-true,FAKE,0
Haley BeMiller,A new state agreement with Foxconn “will save Wisconsin taxpayers $2.77 billion.”,Tony Evers,"30, April 2021",half-true,FAKE,0
Chris Nichols,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”,Kevin Kiley,"29, April 2021",true,REAL,1
Natalie Dunlap,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",Tweets,"29, April 2021",pants-fire,FAKE,0
Julie Appleby,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",Facebook posts,"29, April 2021",barely-true,FAKE,0
Gabrielle Settles,60% of new COVID-19 patients are people who received the vaccine.,Viral image,"29, April 2021",pants-fire,FAKE,0
Bill McCarthy,Says Joe Biden is “going to control how much meat you can eat.”,Kevin McCarthy,"29, April 2021",pants-fire,FAKE,0
Jill Terreri,“Law enforcement violence is the leading cause of death for young Black men and women in the US.”,Kevin Parker,"April • 29,",false,FAKE,0
Noah Y.,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,Facebook posts,"April • 29,",pants-fire,FAKE,0
Michael Majchrowicz,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",Facebook posts,"29, April 2021",false,FAKE,0
Samantha Putterman,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts,"28, April 2021",false,FAKE,0
Harrison Dover,“Very few … if any” states have a minimum wage of $7.25 an hour.,Joe Manchin,"28, April 2021",false,FAKE,0
Tom Kertscher,“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,Facebook posts,"28, April 2021",false,FAKE,0
Ciara O'Rourke,"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",Viral image,"28, April 2021",false,FAKE,0
Tom Kertscher,"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",Bloggers,"28, April 2021",false,FAKE,0
Ciara O'Rourke,“UN cultural agency removes birthplace of Jesus from its list of heritage sites.”,Viral image,"28, April 2021",false,FAKE,0
Ciara O'Rourke,"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",Facebook posts,"28, April 2021",pants-fire,FAKE,0
Ciara O'Rourke,“Hillary Clinton hanged at GITMO.”,Bloggers,"28, April 2021",pants-fire,FAKE,0
Samantha Putterman,Joe Biden’s 100-day approval rating “is the lowest in American history.”,Bloggers,"28, April 2021",false,FAKE,0
